Sort By,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort By,RPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smaller = Better?,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier,RSC ID,Name,Team,Conference,SBV,IDR,RPV,GP,W,L,Win%,MVPs,Pts,Goals,Assists,Saves,Shots,Shot %,PPG,GPG,APG,SvPG,ShPG,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT
Veteran,RSC001893,cjax,Peppermint,Solar,17.1,15.7,16.4,25,9,16,0.360,3,7515,12,10,41,40,30.00%,300.60,0.48,0.40,1.64,1.60,3,0,1,4,17,36
Veteran,RSC005267,jj.dunbar,Banshees,Lunar,14.4,17.5,16.0,17,5,12,0.294,2,4444,9,8,14,28,32.14%,261.41,0.53,0.47,0.82,1.65,2,0,0,1,33,13
Veteran,RSC000290,JimJam,Cannoli,Lunar,12.0,16.2,14.1,3,0,3,0.000,0,876,2,0,4,7,28.57%,292.00,0.67,,1.33,2.33,0,0,0,0,4,8
Veteran,RSC006319,red crayon chewer 14,Mosaic Maestros,Solar,0.2,26.6,13.4,2,1,1,0.500,0,544,2,0,1,4,50.00%,272.00,1.00,,0.50,2.00,0,0,0,0,2,3
Veteran,RSC006174,I like bananas,"Legati
Dump Trucks",Lunar,22.2,-1.8,10.2,5,1,4,0.200,0,2028,1,1,18,8,12.50%,405.60,0.20,0.20,3.60,1.60,0,0,0,4,4,7
Veteran,RSC007486,risfox,Giraffes,Lunar,24.3,-6.5,8.9,1,0,1,0.000,0,288,0,0,2,6,0.00%,288.00,,,2.00,6.00,0,0,0,0,4,0
Veteran,RSC004188,wntr,Azalea,Lunar,7.7,-3.1,2.3,9,3,6,0.333,1,2147,1,5,11,7,14.29%,238.56,0.11,0.56,1.22,0.78,0,0,0,1,14,8
Veteran,RSC006018,Braamse,Blacksmiths,Solar,2.0,2.4,2.2,4,1,3,0.250,0,984,2,1,6,5,40.00%,246.00,0.50,0.25,1.50,1.25,1,0,0,0,5,4
Veteran,RSC003027,Defiance,Silver Dollar,Solar,7.9,-4.2,1.9,3,0,3,0.000,0,847,0,1,5,4,0.00%,282.33,,0.33,1.67,1.33,0,0,0,1,7,11
Veteran,RSC004198,Dr. Cereal,Giraffes,Lunar,-1.8,-15.6,-8.7,6,1,5,0.167,0,1248,3,0,3,11,27.27%,208.00,0.50,,0.50,1.83,0,0,0,0,7,9
Veteran,RSC007062,Ice Phoenix,Dread,Lunar,-16.6,-17.7,-17.1,4,0,4,0.000,0,723,0,1,3,4,0.00%,180.75,,0.25,0.75,1.00,0,0,0,0,1,6
Veteran,RSC003694,TheCroctopusTV,Legati,Lunar,-24.9,-22.8,-23.9,4,1,3,0.250,0,910,1,0,5,2,50.00%,227.50,0.25,,1.25,0.50,0,0,0,1,10,2
Veteran,RSC007505,Detroeux_RL,Slots,Lunar,-40.4,-38.2,-39.3,4,0,4,0.000,0,756,1,1,3,3,33.33%,189.00,0.25,0.25,0.75,0.75,0,0,0,0,2,2
