Sort By,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort By,RPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smaller = Better?,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier,RSC ID,Name,Team,Conference,SBV,IDR,RPV,GP,W,L,Win%,MVPs,Pts,Goals,Assists,Saves,Shots,Shot %,PPG,GPG,APG,SvPG,ShPG,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT
Rival,RSC005493,NJ111_,Hammerheads,Solar,67.5,78.3,72.9,16,13,3,0.813,2,5703,16,11,21,39,41.03%,356.44,1.00,0.69,1.31,2.44,4,0,0,2,11,13
Rival,RSC004347,Good job you,Bulldozers,Lunar,59.1,84.1,71.6,40,32,8,0.800,8,15448,38,42,41,110,34.55%,386.20,0.95,1.05,1.03,2.75,10,3,2,4,20,44
Rival,RSC005677,z2kay,Hammerheads,Solar,70.0,73.1,71.6,40,24,16,0.600,11,15766,34,28,63,118,28.81%,394.15,0.85,0.70,1.58,2.95,12,1,2,9,29,26
Rival,RSC006480,Lazyz.,Dracos,Solar,65.9,76.9,71.4,20,13,7,0.650,5,7097,18,14,21,63,28.57%,354.85,0.90,0.70,1.05,3.15,6,0,0,2,18,18
Rival,RSC005691,Dr.Ukulele,Hot Wings,Lunar,58.2,83.3,70.7,39,26,13,0.667,7,15198,41,26,58,118,34.75%,389.69,1.05,0.67,1.49,3.03,8,3,1,8,57,29
Rival,RSC005314,daggumbigfeet,Dice,Lunar,71.6,69.5,70.5,20,8,12,0.400,3,7626,21,12,25,65,32.31%,381.30,1.05,0.60,1.25,3.25,4,1,2,4,20,15
Rival,RSC005077,kbm grifter,Blizzards,Solar,57.1,83.7,70.4,4,3,1,0.750,2,1626,4,2,4,18,22.22%,406.50,1.00,0.50,1.00,4.50,0,1,0,0,4,7
Rival,RSC005834,IIIYummyIII,Hot Wings,Lunar,55.0,85.1,70.0,32,20,12,0.625,7,11434,32,27,31,94,34.04%,357.31,1.00,0.84,0.97,2.94,10,5,2,0,29,38
Rival,RSC006664,Godless,Iris,Lunar,66.0,73.6,69.8,14,13,1,0.929,2,5005,12,11,19,28,42.86%,357.50,0.86,0.79,1.36,2.00,2,0,2,1,10,15
Rival,RSC006089,ZeroPop11,Wind,Solar,65.5,73.3,69.4,35,18,17,0.514,11,14691,37,17,62,117,31.62%,419.74,1.06,0.49,1.77,3.34,8,5,0,9,16,43
Rival,RSC006774,JazzMagic.,Hippos,Lunar,63.1,74.6,68.9,15,8,7,0.533,5,5913,16,8,22,38,42.11%,394.20,1.07,0.53,1.47,2.53,5,2,0,3,15,13
Rival,RSC007959,Cam,Mining Legion,Solar,61.5,71.9,66.7,33,23,10,0.697,5,11579,30,20,46,93,32.26%,350.88,0.91,0.61,1.39,2.82,7,2,1,5,25,39
Rival,RSC000731,mm2,Cursed,Solar,62.4,68.9,65.7,40,26,14,0.650,13,15303,32,29,64,106,30.19%,382.58,0.80,0.73,1.60,2.65,11,2,0,7,59,44
Rival,RSC004586,Jaybeauh,Ion Imperial,Solar,65.5,65.3,65.4,26,15,11,0.577,4,9920,20,17,35,77,25.97%,381.54,0.77,0.65,1.35,2.96,2,1,1,3,16,30
Rival,RSC007132,yoyo,Centuriones,Lunar,53.8,77.0,65.4,15,8,7,0.533,2,5372,15,8,14,60,25.00%,358.13,1.00,0.53,0.93,4.00,2,1,0,2,23,14
Rival,RSC005523,Laguna,"Quasars
Polar Ice",Solar,55.5,75.2,65.3,29,17,12,0.586,9,10712,29,26,29,76,38.16%,369.38,1.00,0.90,1.00,2.62,7,4,2,1,58,32
Rival,RSC006401,Shadohkamii,Hue Heroes,Solar,62.2,65.7,64.0,32,12,20,0.375,2,12274,26,21,49,96,27.08%,383.56,0.81,0.66,1.53,3.00,6,3,1,5,40,28
Rival,RSC007346,Mai,"Funk Hunks
Necrotic Nerds",Solar,63.5,62.6,63.1,29,9,20,0.310,4,12125,27,14,49,87,31.03%,418.10,0.93,0.48,1.69,3.00,6,2,1,9,17,32
Rival,RSC000190,leaf.,Hue Heroes,Solar,58.3,67.2,62.8,26,14,12,0.538,8,9801,28,13,36,75,37.33%,376.96,1.08,0.50,1.38,2.88,9,2,0,5,43,26
Rival,RSC005328,Razor,Dice,Lunar,57.3,65.8,61.5,12,7,5,0.583,3,4398,10,9,16,32,31.25%,366.50,0.83,0.75,1.33,2.67,4,0,0,1,13,7
Rival,RSC006211,Chase,Ion Imperial,Solar,58.7,64.2,61.4,15,9,6,0.600,5,5900,16,8,23,42,38.10%,393.33,1.07,0.53,1.53,2.80,4,1,0,3,8,27
Rival,RSC003945,Gaw1f3d,Cursed,Solar,56.1,66.8,61.4,40,26,14,0.650,5,14432,35,24,56,111,31.53%,360.80,0.88,0.60,1.40,2.78,10,0,0,7,54,46
Rival,RSC003239,Wallaby Gangsta,Polar Bears,Lunar,58.0,64.7,61.3,36,14,22,0.389,6,12406,29,27,37,96,30.21%,344.61,0.81,0.75,1.03,2.67,4,2,1,5,40,41
Rival,RSC007555,cjAstr0-,Stolen,Lunar,55.1,66.2,60.7,22,14,8,0.636,9,7369,20,13,18,64,31.25%,334.95,0.91,0.59,0.82,2.91,3,2,0,1,21,43
Rival,RSC001720,SUPERDUPERBAM,Polar Bears,Lunar,51.6,68.9,60.3,4,3,1,0.750,1,1372,5,2,3,11,45.45%,343.00,1.25,0.50,0.75,2.75,1,0,0,0,2,6
Rival,RSC006944,Pr9xk,Kitsune,Solar,58.0,62.4,60.2,28,17,11,0.607,6,10268,25,15,37,75,33.33%,366.71,0.89,0.54,1.32,2.68,4,1,1,6,25,23
Rival,RSC004665,xPrism,Polar Ice,Solar,55.7,64.0,59.9,36,17,19,0.472,7,13719,30,24,49,96,31.25%,381.08,0.83,0.67,1.36,2.67,5,3,1,8,18,40
Rival,RSC006528,mxWEBBY,Lacuna,Solar,63.4,55.9,59.7,40,16,24,0.400,7,15049,26,24,65,106,24.53%,376.23,0.65,0.60,1.63,2.65,6,1,3,8,32,35
Rival,RSC000724,dunnie14,Ion Imperial,Solar,58.5,60.8,59.6,40,24,16,0.600,8,15188,33,30,55,91,36.26%,379.70,0.83,0.75,1.38,2.28,10,2,0,9,27,51
Rival,RSC006490,Dayz,Stolen,Lunar,55.9,62.5,59.2,36,23,13,0.639,7,13553,31,23,54,90,34.44%,376.47,0.86,0.64,1.50,2.50,7,4,1,9,44,36
Rival,RSC003718,Tbonelul,Heavy Metal,Lunar,59.7,57.8,58.8,36,18,18,0.500,10,12485,30,18,35,113,26.55%,346.81,0.83,0.50,0.97,3.14,4,3,0,3,33,23
Rival,RSC007660,Shraxl,Necrotic Nerds,Solar,57.5,58.6,58.1,38,13,25,0.342,10,14723,35,20,59,110,31.82%,387.45,0.92,0.53,1.55,2.89,10,4,1,7,42,47
Rival,RSC005885,noot,Quasars,Solar,51.5,64.6,58.1,40,24,16,0.600,9,14310,36,22,54,120,30.00%,357.75,0.90,0.55,1.35,3.00,7,1,0,7,63,54
Rival,RSC001082,Tuxedo Marx,Asiago Arsonists,Lunar,57.3,58.8,58.0,40,19,21,0.475,5,13621,42,12,32,112,37.50%,340.53,1.05,0.30,0.80,2.80,5,4,0,2,32,34
Rival,RSC006086,13o0k,Kitsune,Solar,61.4,54.0,57.7,28,15,13,0.536,5,9768,18,16,37,75,24.00%,348.86,0.64,0.57,1.32,2.68,6,0,0,4,59,17
Rival,RSC007057,sinoda_20,Nightfall,Lunar,55.0,60.2,57.6,36,19,17,0.528,8,12097,26,28,32,86,30.23%,336.03,0.72,0.78,0.89,2.39,12,2,2,2,43,31
Rival,RSC006938,Soda. .,Cursed,Solar,50.8,63.2,57.0,40,26,14,0.650,8,14020,37,19,48,111,33.33%,350.50,0.93,0.48,1.20,2.78,7,2,0,3,118,49
Rival,RSC000182,Goose,"Dice
Blizzards",Solar,52.1,60.8,56.5,32,15,17,0.469,8,10899,29,19,34,92,31.52%,340.59,0.91,0.59,1.06,2.88,6,5,1,3,51,37
Rival,RSC005828,Creme,Bulldozers,Lunar,45.9,65.6,55.7,38,31,7,0.816,9,14045,35,24,59,104,33.65%,369.61,0.92,0.63,1.55,2.74,9,2,1,6,134,36
Rival,RSC004365,Mattixbigs,Ostriches,Solar,59.6,50.8,55.2,15,5,10,0.333,2,5342,11,9,22,35,31.43%,356.13,0.73,0.60,1.47,2.33,3,0,0,3,11,14
Rival,RSC005455,Covi,Hammerheads,Solar,41.5,68.9,55.2,8,4,4,0.500,1,2841,10,2,9,29,34.48%,355.13,1.25,0.25,1.13,3.63,2,0,0,1,2,12
Rival,RSC005959,Yurrbo?,Nightfall,Lunar,55.2,53.7,54.4,40,21,19,0.525,6,14024,31,17,64,108,28.70%,350.60,0.78,0.43,1.60,2.70,6,1,1,9,53,34
Rival,RSC000763,Tenched,Ostriches,Solar,47.2,61.5,54.4,13,5,8,0.385,4,5124,15,4,19,43,34.88%,394.15,1.15,0.31,1.46,3.31,1,2,0,4,6,13
Rival,RSC000136,Blun,Tyrants,Lunar,55.6,53.2,54.4,34,16,18,0.471,8,11311,32,13,33,90,35.56%,332.68,0.94,0.38,0.97,2.65,6,1,0,4,27,40
Rival,RSC007186,Bushier Brow,Hot Wings,Lunar,45.8,62.6,54.2,27,17,10,0.630,7,9721,24,11,41,75,32.00%,360.04,0.89,0.41,1.52,2.78,6,0,0,5,20,26
Rival,RSC001032,JmE,Blizzards,Solar,47.5,60.8,54.2,7,2,5,0.286,1,2476,6,6,8,22,27.27%,353.71,0.86,0.86,1.14,3.14,1,1,0,2,9,5
Rival,RSC003320,jojomojo13,Dice,Lunar,46.3,61.6,54.0,4,0,4,0.000,0,1617,3,2,7,11,27.27%,404.25,0.75,0.50,1.75,2.75,1,0,0,1,2,3
Rival,RSC002036,Reno,Polar Ice,Solar,51.3,56.3,53.8,39,17,22,0.436,4,14102,31,18,55,120,25.83%,361.59,0.79,0.46,1.41,3.08,9,1,0,8,36,45
Rival,RSC007527,Yort,Dracos,Solar,50.6,56.8,53.7,30,16,14,0.533,4,10895,29,11,41,77,37.66%,363.17,0.97,0.37,1.37,2.57,4,4,0,6,28,31
Rival,RSC004283,Tragic Event,Quasars,Solar,46.1,61.4,53.7,4,2,2,0.500,1,1220,4,2,5,9,44.44%,305.00,1.00,0.50,1.25,2.25,1,1,0,0,2,9
Rival,RSC007293,YtExplixiit,Ion Imperial,Solar,47.8,57.7,52.7,39,24,15,0.615,7,12440,34,21,29,117,29.06%,318.97,0.87,0.54,0.74,3.00,4,5,0,1,32,41
Rival,RSC005165,Lucas,Stolen,Lunar,49.6,55.7,52.7,39,25,14,0.641,5,13461,27,25,52,109,24.77%,345.15,0.69,0.64,1.33,2.79,7,1,2,5,40,56
Rival,RSC006935,Bazzinga,Lacuna,Solar,52.7,51.2,51.9,40,16,24,0.400,8,13875,30,17,55,107,28.04%,346.88,0.75,0.43,1.38,2.68,7,3,0,6,37,36
Rival,RSC004545,Vires,Nightfall,Lunar,48.7,54.8,51.8,31,16,15,0.516,4,10102,27,15,33,82,32.93%,325.87,0.87,0.48,1.06,2.65,4,1,1,2,29,31
Rival,RSC001358,Cob,Heavy Metal,Lunar,53.1,50.0,51.5,38,18,20,0.474,7,13379,32,20,61,90,35.56%,352.08,0.84,0.53,1.61,2.37,8,2,0,8,25,38
Rival,RSC005752,surge85,Polar Bears,Lunar,50.5,52.1,51.3,37,16,21,0.432,8,13800,32,15,50,93,34.41%,372.97,0.86,0.41,1.35,2.51,9,1,0,6,39,44
Rival,RSC007999,MerzR,Ruthless Racket,Lunar,57.4,44.9,51.2,21,5,16,0.238,4,8054,19,7,39,49,38.78%,383.52,0.90,0.33,1.86,2.33,3,1,0,7,17,29
Rival,RSC002267,Dooqal,Dracos,Solar,50.6,51.7,51.2,32,18,14,0.563,7,11647,26,15,50,79,32.91%,363.97,0.81,0.47,1.56,2.47,6,1,0,4,21,33
Rival,RSC002330,JesterGG,Ostriches,Solar,48.4,52.7,50.6,18,5,13,0.278,1,6226,12,10,25,58,20.69%,345.89,0.67,0.56,1.39,3.22,4,0,0,2,25,16
Rival,RSC002960,Shrek is The Best Anime,Centuriones,Lunar,47.2,53.8,50.5,31,14,17,0.452,5,10449,24,19,31,90,26.67%,337.06,0.77,0.61,1.00,2.90,7,0,1,0,35,28
Rival,RSC006138,NekomancerKoral,Jetstream,Lunar,40.5,59.9,50.2,21,7,14,0.333,2,7532,24,8,31,58,41.38%,358.67,1.14,0.38,1.48,2.76,4,2,0,5,18,33
Rival,RSC000291,Suckiest Sucker,Hue Heroes,Solar,49.1,51.2,50.2,24,13,11,0.542,4,8399,17,18,31,54,31.48%,349.96,0.71,0.75,1.29,2.25,5,0,1,2,17,33
Rival,RSC006654,Chicken,Ocelots,Solar,49.4,49.6,49.5,26,16,10,0.615,4,8515,18,13,32,55,32.73%,327.50,0.69,0.50,1.23,2.12,4,1,0,3,25,16
Rival,RSC002762,OnwardFlame,Stolen,Lunar,41.4,57.5,49.5,23,13,10,0.565,4,7918,23,10,25,67,34.33%,344.26,1.00,0.43,1.09,2.91,1,4,0,3,17,19
Rival,RSC006312,Cognitixn,Hippos,Lunar,43.9,54.6,49.3,37,19,18,0.514,5,12700,25,29,53,93,26.88%,343.24,0.68,0.78,1.43,2.51,10,0,1,8,36,46
Rival,RSC006748,Llamaboy101,Wind,Solar,44.5,53.5,49.0,28,14,14,0.500,3,9169,21,23,31,59,35.59%,327.46,0.75,0.82,1.11,2.11,5,0,2,3,18,23
Rival,RSC002424,HufflePuffler,Centuriones,Lunar,49.1,46.9,48.0,40,15,25,0.375,4,15368,32,22,72,82,39.02%,384.20,0.80,0.55,1.80,2.05,10,1,1,12,29,29
Rival,RSC006209,Celiscy,Jetstream,Lunar,43.6,50.1,46.8,39,17,22,0.436,4,12735,22,31,51,85,25.88%,326.54,0.56,0.79,1.31,2.18,6,1,2,7,46,44
Rival,RSC007561,Grabbitzz,Polar Bears,Lunar,43.9,49.6,46.8,21,9,12,0.429,2,6663,15,13,27,56,26.79%,317.29,0.71,0.62,1.29,2.67,4,1,0,3,21,26
Rival,RSC005832,TH4NA70S,"Polar Ice
Quasars",Solar,46.1,47.1,46.6,34,18,16,0.529,5,12305,19,18,57,94,20.21%,361.91,0.56,0.53,1.68,2.76,3,1,1,7,31,35
Rival,RSC005978,xDraco0,Funk Hunks,Lunar,48.2,44.7,46.5,9,3,6,0.333,0,3146,5,6,15,23,21.74%,349.56,0.56,0.67,1.67,2.56,1,0,1,2,8,12
Rival,RSC005703,Shoddy-,Jetstream,Lunar,47.0,45.5,46.3,28,11,17,0.393,2,9151,17,16,37,66,25.76%,326.82,0.61,0.57,1.32,2.36,7,0,0,3,50,30
Rival,RSC007799,DJstriker211,"Asiago Arsonists
50 Cent",Solar,44.4,47.7,46.1,28,14,14,0.500,2,9936,17,20,53,57,29.82%,354.86,0.61,0.71,1.89,2.04,5,1,0,8,18,28
Rival,RSC004639,Tydizzle,Blizzards,Solar,43.7,48.4,46.0,36,15,21,0.417,3,12283,26,22,44,86,30.23%,341.19,0.72,0.61,1.22,2.39,6,3,1,6,42,40
Rival,RSC000848,WittingHalo64,Ruthless Racket,Lunar,46.4,45.1,45.8,35,12,23,0.343,2,11436,20,20,45,89,22.47%,326.74,0.57,0.57,1.29,2.54,4,1,0,6,49,27
Rival,RSC000828,MattViaAirwaves,Polar Ice,Solar,46.6,44.1,45.4,18,7,11,0.389,2,5856,11,12,24,44,25.00%,325.33,0.61,0.67,1.33,2.44,0,1,0,3,11,23
Rival,RSC002616,Ruthle,50 Cent,Solar,41.5,48.5,45.0,25,10,15,0.400,2,8346,17,19,24,58,29.31%,333.84,0.68,0.76,0.96,2.32,4,1,0,2,36,37
Rival,RSC006069,PoupSoup,Blizzards,Solar,42.9,45.9,44.4,34,17,17,0.500,5,11107,22,18,40,82,26.83%,326.68,0.65,0.53,1.18,2.41,4,2,1,4,19,22
Rival,RSC003720,AriseDaft,Tyrants,Lunar,51.6,35.6,43.6,32,14,18,0.438,7,11649,19,16,54,54,35.19%,364.03,0.59,0.50,1.69,1.69,4,0,0,7,18,38
Rival,RSC007601,Bricked Up Barry,Kitsune,Solar,43.6,43.5,43.6,37,21,16,0.568,8,11901,26,17,43,82,31.71%,321.65,0.70,0.46,1.16,2.22,8,0,0,4,37,29
Rival,RSC005934,TheodoreThe2,"Ruthless Racket
Dice",Lunar,46.3,39.3,42.8,17,6,11,0.353,3,6146,10,9,27,35,28.57%,361.53,0.59,0.53,1.59,2.06,5,0,0,3,11,19
Rival,RSC005276,Dc,Hippos,Lunar,37.7,47.9,42.8,32,13,19,0.406,4,10753,28,12,36,81,34.57%,336.03,0.88,0.38,1.13,2.53,5,0,1,2,25,28
Rival,RSC007131,BankShark,Hammerheads,Solar,40.8,44.5,42.7,36,22,14,0.611,9,11651,26,16,46,79,32.91%,323.64,0.72,0.44,1.28,2.19,4,2,0,6,33,39
Rival,RSC007582,Wavy,Ocelots,Solar,40.9,44.3,42.6,32,20,12,0.625,2,9413,15,20,35,75,20.00%,294.16,0.47,0.63,1.09,2.34,2,0,0,2,42,17
Rival,RSC006177,Flyerrr85,"Asiago Arsonists
Hue Heroes",Solar,41.7,41.8,41.8,6,3,3,0.500,0,2192,3,4,11,13,23.08%,365.33,0.50,0.67,1.83,2.17,2,0,0,1,5,11
Rival,RSC003118,Mysty,Necrotic Nerds,Solar,37.9,45.6,41.7,30,13,17,0.433,2,9335,21,23,27,74,28.38%,311.17,0.70,0.77,0.90,2.47,7,1,1,1,20,31
Rival,RSC004399,zippythegnome,Kitsune,Solar,43.6,39.1,41.3,27,13,14,0.481,3,8506,16,16,38,50,32.00%,315.04,0.59,0.59,1.41,1.85,5,0,0,5,13,28
Rival,RSC007767,SNOWIS,"Centuriones
Heavy Metal",Lunar,44.7,37.5,41.1,12,2,10,0.167,1,4156,9,7,18,23,39.13%,346.33,0.75,0.58,1.50,1.92,3,0,1,2,10,8
Rival,RSC002453,Ghostie,"Necrotic Nerds
Funk Hunks",Lunar,40.2,41.7,40.9,35,12,23,0.343,3,11315,27,15,38,77,35.06%,323.29,0.77,0.43,1.09,2.20,6,1,1,3,34,45
Rival,RSC007144,The_Killerwon,Wind,Solar,35.8,46.0,40.9,32,16,16,0.500,5,10820,28,14,41,78,35.90%,338.13,0.88,0.44,1.28,2.44,6,3,0,3,11,31
Rival,RSC007549,Whiffy_RL,Ruthless Racket,Lunar,33.8,47.5,40.7,4,2,2,0.500,0,1100,3,3,3,8,37.50%,275.00,0.75,0.75,0.75,2.00,0,0,0,0,,
Rival,RSC007618,Robbie,Mining Legion,Solar,36.9,44.0,40.5,36,23,13,0.639,5,10890,23,20,39,81,28.40%,302.50,0.64,0.56,1.08,2.25,4,0,0,5,29,40
Rival,RSC003255,cozyboy,Funk Hunks,Lunar,40.7,40.1,40.4,33,13,20,0.394,3,10703,17,24,47,66,25.76%,324.33,0.52,0.73,1.42,2.00,7,1,0,5,60,33
Rival,RSC006372,x ARC Fives x,Heavy Metal,Lunar,35.5,42.1,38.8,10,3,7,0.300,1,3417,9,3,18,26,34.62%,341.70,0.90,0.30,1.80,2.60,1,0,0,3,16,7
Rival,RSC005507,T Sant,Quasars,Solar,33.5,42.2,37.8,40,24,16,0.600,5,13125,28,19,52,89,31.46%,328.13,0.70,0.48,1.30,2.23,7,1,0,6,83,45
Rival,RSC007823,watz,Hue Heroes,Solar,23.0,46.0,34.5,4,0,4,0.000,0,1355,3,1,6,8,37.50%,338.75,0.75,0.25,1.50,2.00,1,1,0,0,1,4
Rival,RSC007222,S3EZ,Ostriches,Solar,42.0,26.7,34.3,16,6,10,0.375,1,4286,3,10,21,36,8.33%,267.88,0.19,0.63,1.31,2.25,2,0,0,3,11,11
Rival,RSC007318,xd Dylan591,Wind,Solar,32.4,35.5,33.9,19,12,7,0.632,1,5808,11,10,25,45,24.44%,305.68,0.58,0.53,1.32,2.37,4,0,0,2,19,25
Rival,RSC007227,Trickyzekie,Ostriches,Solar,32.5,33.9,33.2,28,8,20,0.286,1,9027,18,10,39,54,33.33%,322.39,0.64,0.36,1.39,1.93,2,1,0,6,42,19
Rival,RSC005628,I love sand,Tyrants,Lunar,39.5,25.0,32.3,25,12,13,0.480,3,7399,10,12,27,52,19.23%,295.96,0.40,0.48,1.08,2.08,2,0,0,2,22,13
Rival,RSC004670,CarnageWolfBite,50 Cent,Solar,26.6,37.4,32.0,30,14,16,0.467,2,9087,19,18,31,68,27.94%,302.90,0.63,0.60,1.03,2.27,5,0,2,2,78,35
Rival,RSC003094,Galvarino,Polar Bears,Lunar,31.5,32.4,31.9,22,9,13,0.409,0,5971,14,8,21,46,30.43%,271.41,0.64,0.36,0.95,2.09,0,2,0,1,20,22
Rival,RSC005475,Envy,Funk Hunks,Lunar,28.8,34.2,31.5,32,10,22,0.313,4,8969,24,10,33,72,33.33%,280.28,0.75,0.31,1.03,2.25,2,3,0,4,27,40
Rival,RSC004888,AgentAnime07,Phantoms,Lunar,32.9,28.6,30.8,40,12,28,0.300,4,12604,23,18,59,81,28.40%,315.10,0.58,0.45,1.48,2.03,2,0,1,9,27,47
Rival,RSC003186,xBlaniac,Dracos,Solar,28.2,32.5,30.4,26,11,15,0.423,3,7396,14,17,29,51,27.45%,284.46,0.54,0.65,1.12,1.96,4,1,0,2,23,16
Rival,RSC001015,LatFips,Heavy Metal,Lunar,33.3,27.1,30.2,32,17,15,0.531,1,9108,15,18,30,65,23.08%,284.63,0.47,0.56,0.94,2.03,5,0,0,3,51,31
Rival,RSC007774,Il Rogue lI,Ruthless Racket,Lunar,35.4,24.6,30.0,4,1,3,0.250,0,1223,0,5,7,8,0.00%,305.75,,1.25,1.75,2.00,0,0,0,1,0,3
Rival,RSC004456,ShazamPoof,Centuriones,Lunar,29.3,30.2,29.8,26,7,19,0.269,3,7550,19,11,30,56,33.93%,290.38,0.73,0.42,1.15,2.15,4,0,1,3,24,24
Rival,RSC006910,Swanny2.0,"Hue Heroes
Funk Hunks",Lunar,31.0,27.1,29.0,13,0,13,0.000,0,3860,7,6,18,22,31.82%,296.92,0.54,0.46,1.38,1.69,2,1,0,1,10,4
Rival,RSC006881,Cyroic,Hammerheads,Solar,27.8,30.1,28.9,20,9,11,0.450,1,5858,10,9,30,51,19.61%,292.90,0.50,0.45,1.50,2.55,5,0,0,4,14,25
Rival,RSC005513,TV_ImpactReapz,Asiago Arsonists,Lunar,34.2,21.4,27.8,12,4,8,0.333,1,3211,6,4,16,23,26.09%,267.58,0.50,0.33,1.33,1.92,1,0,0,2,14,6
Rival,RSC002177,Slygo21,Ruthless Racket,Lunar,30.2,24.8,27.5,35,12,23,0.343,4,11129,18,12,56,65,27.69%,317.97,0.51,0.34,1.60,1.86,2,0,1,8,27,34
Rival,RSC000813,Ziggy.,Dice,Lunar,26.2,27.6,26.9,19,6,13,0.316,1,5391,14,6,17,41,34.15%,283.74,0.74,0.32,0.89,2.16,0,0,0,0,24,9
Rival,RSC007861,xmanyaknow,Phantoms,Lunar,32.4,21.4,26.9,28,9,19,0.321,3,8574,12,9,43,68,17.65%,306.21,0.43,0.32,1.54,2.43,0,1,0,6,29,25
Rival,RSC006199,Irozuh-,Ostriches,Solar,24.8,27.6,26.2,27,7,20,0.259,3,7709,19,8,26,51,37.25%,285.52,0.70,0.30,0.96,1.89,3,3,0,0,25,29
Rival,RSC007129,EKA Luminous,Asiago Arsonists,Lunar,29.8,22.3,26.1,20,12,8,0.600,1,5482,8,15,29,23,34.78%,274.10,0.40,0.75,1.45,1.15,2,1,1,4,13,20
Rival,RSC007847,GoodGuyGlaz,Ruthless Racket,Lunar,19.8,31.9,25.9,14,5,9,0.357,2,4025,8,4,17,30,26.67%,287.50,0.57,0.29,1.21,2.14,1,1,0,1,16,17
Rival,RSC000737,AlienHealer,Necrotic Nerds,Solar,27.3,24.1,25.7,2,0,2,0.000,0,502,0,2,0,2,0.00%,251.00,,1.00,,1.00,0,0,0,0,2,3
Rival,RSC006212,Kingtutt97,Dice,Lunar,25.7,21.4,23.5,29,9,20,0.310,2,8720,13,8,46,70,18.57%,300.69,0.45,0.28,1.59,2.41,1,0,0,9,29,27
Rival,RSC007154,TheBannGG,Blizzards,Solar,20.3,26.7,23.5,4,2,2,0.500,0,1299,3,1,7,8,37.50%,324.75,0.75,0.25,1.75,2.00,1,0,0,1,5,2
Rival,RSC005386,danub,Phantoms,Lunar,25.5,20.6,23.0,28,8,20,0.286,1,8353,16,9,34,52,30.77%,298.32,0.57,0.32,1.21,1.86,1,1,0,3,27,32
Rival,RSC004845,BinBoiz_,Lacuna,Solar,16.1,26.0,21.1,37,15,22,0.405,1,9053,21,15,26,71,29.58%,244.68,0.57,0.41,0.70,1.92,2,0,1,0,9,44
Rival,RSC004790,TheFrostNL,Nightfall,Lunar,24.3,15.5,19.9,13,7,6,0.538,3,3679,5,1,20,26,19.23%,283.00,0.38,0.08,1.54,2.00,1,0,0,2,10,10
Rival,RSC007213,Pythronex,Hue Heroes,Solar,27.5,11.1,19.3,4,0,4,0.000,0,1235,2,1,8,4,50.00%,308.75,0.50,0.25,2.00,1.00,0,0,0,1,4,2
Rival,RSC005253,dinnindu,Tyrants,Lunar,23.0,11.8,17.4,26,12,14,0.462,0,7169,11,6,42,38,28.95%,275.73,0.42,0.23,1.62,1.46,2,0,0,4,27,29
Rival,RSC002204,Mr.Numb3rz,Dracos,Solar,14.3,18.2,16.3,6,2,4,0.333,1,1718,3,2,8,15,20.00%,286.33,0.50,0.33,1.33,2.50,1,0,0,0,6,3
Rival,RSC000331,Turtle_Supreme,Dice,Lunar,21.0,10.5,15.7,20,5,15,0.250,1,5879,5,8,30,37,13.51%,293.95,0.25,0.40,1.50,1.85,2,0,0,4,24,30
Rival,RSC003900,Tryhard goblin,Phantoms,Lunar,16.3,13.9,15.1,16,2,14,0.125,0,4441,8,4,19,33,24.24%,277.56,0.50,0.25,1.19,2.06,1,0,0,0,14,14
Rival,RSC006044,HybridParagon,Necrotic Nerds,Solar,15.2,12.3,13.8,18,7,11,0.389,0,4703,7,7,21,28,25.00%,261.28,0.39,0.39,1.17,1.56,1,1,0,1,9,18
Rival,RSC005699,masdhapotatoes,Bulldozers,Lunar,10.9,8.2,9.6,2,1,1,0.500,0,462,0,1,2,5,0.00%,231.00,,0.50,1.00,2.50,0,0,0,0,0,3
Rival,RSC001091,stealthman777,Necrotic Nerds,Solar,17.8,-6.8,5.5,2,0,2,0.000,0,577,0,2,3,1,0.00%,288.50,,1.00,1.50,0.50,0,0,0,0,1,4
Rival,RSC007173,mr_marino_,Lacuna,Solar,13.1,-2.1,5.5,3,1,2,0.333,0,710,1,0,4,6,16.67%,236.67,0.33,,1.33,2.00,0,0,0,0,10,4
Rival,RSC000726,Way2Luckee,Blizzards,Solar,7.7,2.6,5.1,4,0,4,0.000,0,1123,1,2,6,12,8.33%,280.75,0.25,0.50,1.50,3.00,1,0,0,2,5,10
Rival,RSC007906,Vaz1fy-,"Funk Hunks
Hue Heroes",Lunar,-11.8,-23.1,-17.4,8,1,7,0.125,1,1677,2,0,10,8,25.00%,209.63,0.25,,1.25,1.00,0,0,0,1,2,14
Rival,RSC007035,itzsmurfyy,Hue Heroes,Solar,-12.3,-27.0,-19.7,3,0,3,0.000,0,571,0,0,4,6,0.00%,190.33,,,1.33,2.00,0,0,0,1,2,1
Rival,RSC000111,Wheelchair {LFLegs},Dice,Lunar,-26.1,-31.2,-28.6,2,0,2,0.000,0,324,0,1,1,1,0.00%,162.00,,0.50,0.50,0.50,0,0,0,0,0,2
