Sort By,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sort By,RPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smaller = Better?,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier,RSC ID,Name,Team,Conference,SBV,IDR,RPV,GP,W,L,Win%,MVPs,Pts,Goals,Assists,Saves,Shots,Shot %,PPG,GPG,APG,SvPG,ShPG,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT
Amateur,RSC007393,Ubfghki9442,Garlic Knots,N/A,4.2,32.9,18.6,5,3,2,0.600,0,839,3,2,1,4,75.00%,167.80,0.60,0.40,0.20,0.80,0,0,0,0,1,7
Amateur,RSC007993,Origami Box,Aeon Ale,N/A,11.9,25.1,18.5,12,5,7,0.417,0,2286,6,3,7,18,33.33%,190.50,0.50,0.25,0.58,1.50,0,0,0,0,5,5
Amateur,RSC007678,SavedHawk,Kiwis,N/A,5.6,10.6,8.1,18,4,14,0.222,0,2980,3,6,13,16,18.75%,165.56,0.17,0.33,0.72,0.89,0,0,0,0,12,13
Amateur,RSC000968,Tsg_raven5336,Hyenas,N/A,-8.8,3.1,-2.8,6,3,3,0.500,0,960,0,0,5,4,0.00%,160.00,,,0.83,0.67,0,0,0,0,3,3
Amateur,RSC007587,ShortyoShire,"Aloof Goofs
Surprise",N/A,-15.9,-26.9,-21.4,6,1,5,0.167,0,733,0,0,5,4,0.00%,122.17,,,0.83,0.67,0,0,0,0,1,5
Challenger,RSC006976,Slendda,Meat Lovers,Lunar,82.1,97.8,89.9,32,26,6,0.813,12,13460,46,21,34,98,46.94%,420.63,1.44,0.66,1.06,3.06,9,4,0,5,27,25
Challenger,RSC007647,I'm Pale,Cassowaries,Solar,82.1,95.7,88.9,32,23,9,0.719,9,13950,34,32,48,103,33.01%,435.94,1.06,1.00,1.50,3.22,9,4,3,7,29,26
Challenger,RSC006769,baltostorm,Decuriones,Lunar,87.9,88.1,88.0,12,10,2,0.833,7,4804,13,9,16,36,36.11%,400.33,1.08,0.75,1.33,3.00,6,0,1,2,12,7
Challenger,RSC002412,Rosefanatic3615,Solstice Sake,Solar,83.1,92.2,87.6,20,15,5,0.750,8,8185,24,16,23,61,39.34%,409.25,1.20,0.80,1.15,3.05,4,3,1,2,13,18
Challenger,RSC005696,Jack.flv,Void,Solar,81.2,83.1,82.1,2,1,1,0.500,1,660,2,1,1,6,33.33%,330.00,1.00,0.50,0.50,3.00,0,0,0,0,1,0
Challenger,RSC003193,ShiftDrink,"Lions
Meat Lovers",Lunar,47.6,115.6,81.6,2,2,0,1.000,0,895,5,0,1,8,62.50%,447.50,2.50,,0.50,4.00,0,1,0,0,2,4
Challenger,RSC006355,Heartlesswins,Lilac,Lunar,67.1,91.4,79.2,26,16,10,0.615,6,9919,31,24,24,80,38.75%,381.50,1.19,0.92,0.92,3.08,6,4,2,2,23,29
Challenger,RSC004997,evelynnx,Deceased,Solar,70.0,84.6,77.3,15,11,4,0.733,1,5695,12,14,18,48,25.00%,379.67,0.80,0.93,1.20,3.20,8,0,0,1,22,9
Challenger,RSC004890,kamikaze7200,Lilac,Lunar,70.2,83.2,76.7,28,17,11,0.607,6,10850,31,21,31,81,38.27%,387.50,1.11,0.75,1.11,2.89,7,2,0,2,28,26
Challenger,RSC007093,Mangy,Meat Lovers,Lunar,71.8,79.8,75.8,32,26,6,0.813,9,12275,28,28,43,92,30.43%,383.59,0.88,0.88,1.34,2.88,5,1,3,5,31,26
Challenger,RSC005265,doctorprofessor_,Decuriones,Lunar,75.4,71.0,73.2,31,21,10,0.677,8,10721,24,22,28,85,28.24%,345.84,0.77,0.71,0.90,2.74,6,1,0,4,26,25
Challenger,RSC007307,Jmh187-,Chromatic Chaos,Solar,73.8,70.4,72.1,24,8,16,0.333,6,10085,24,15,50,59,40.68%,420.21,1.00,0.63,2.08,2.46,8,2,0,9,23,23
Challenger,RSC007890,Ghost-Bacon,Void,Solar,68.6,75.3,72.0,15,10,5,0.667,4,5005,12,10,13,48,25.00%,333.67,0.80,0.67,0.87,3.20,3,1,1,1,4,12
Challenger,RSC006928,Thunderbolt,Havarti Hustlers,Lunar,72.3,71.2,71.8,28,14,14,0.500,5,10306,19,21,40,100,19.00%,368.07,0.68,0.75,1.43,3.57,7,1,1,5,27,25
Challenger,RSC005059,Jacobim Mugatu,Lilac,Lunar,67.0,76.3,71.7,26,18,8,0.692,6,10144,22,22,44,68,32.35%,390.15,0.85,0.85,1.69,2.62,3,1,2,6,32,24
Challenger,RSC006017,Dondo RF,Ryujin,Solar,69.4,73.3,71.3,31,20,11,0.645,7,10742,29,18,34,83,34.94%,346.52,0.94,0.58,1.10,2.68,5,5,0,2,26,17
Challenger,RSC007870,King_OaF,Metal,Solar,76.2,65.4,70.8,21,12,9,0.571,4,7865,20,12,23,57,35.09%,374.52,0.95,0.57,1.10,2.71,5,3,0,3,18,20
Challenger,RSC006067,ShinxX403,Panda Bears,Lunar,58.0,79.3,68.7,16,10,6,0.625,5,5612,19,9,15,50,38.00%,350.75,1.19,0.56,0.94,3.13,2,3,0,1,14,14
Challenger,RSC006322,Lorak,Deceased,Solar,65.4,70.8,68.1,29,19,10,0.655,8,10714,27,18,42,81,33.33%,369.45,0.93,0.62,1.45,2.79,6,4,1,4,29,31
Challenger,RSC007626,ACDye2,Squalls,Solar,64.4,71.8,68.1,22,11,11,0.500,6,7751,17,12,26,64,26.56%,352.32,0.77,0.55,1.18,2.91,5,1,1,1,17,19
Challenger,RSC006092,Mickstery,Void,Solar,66.2,69.8,68.0,15,11,4,0.733,4,5016,14,12,14,37,37.84%,334.40,0.93,0.80,0.93,2.47,3,1,2,1,11,20
Challenger,RSC004028,parker on 3 legs,Solstice Sake,Solar,68.8,66.9,67.9,20,12,8,0.600,5,8106,13,17,36,51,25.49%,405.30,0.65,0.85,1.80,2.55,4,0,1,4,37,26
Challenger,RSC008000,ChefHoffy,Ryujin,Solar,66.1,69.6,67.8,32,20,12,0.625,7,10732,27,20,32,84,32.14%,335.38,0.84,0.63,1.00,2.63,7,1,0,1,29,32
Challenger,RSC004679,master_ibk810,Squalls,Solar,59.5,74.2,66.8,23,14,9,0.609,4,7498,23,10,16,66,34.85%,326.00,1.00,0.43,0.70,2.87,4,2,0,0,19,23
Challenger,RSC004333,Penguin,Mugged,Lunar,60.9,72.7,66.8,32,18,14,0.563,8,12639,31,19,45,88,35.23%,394.97,0.97,0.59,1.41,2.75,2,5,1,8,24,34
Challenger,RSC004901,Dofri9976,Lilac,Lunar,63.1,70.0,66.6,16,9,7,0.563,2,6288,14,12,27,46,30.43%,393.00,0.88,0.75,1.69,2.88,4,0,1,4,10,19
Challenger,RSC006240,Canadian Gamer,Meat Lovers,Lunar,59.4,70.6,65.0,24,19,5,0.792,5,8553,21,20,32,58,36.21%,356.38,0.88,0.83,1.33,2.42,4,1,0,5,22,16
Challenger,RSC004618,Squirrel,Mugged,Lunar,59.6,69.5,64.5,11,6,5,0.545,4,4855,10,6,22,23,43.48%,441.36,0.91,0.55,2.00,2.09,2,1,0,4,9,12
Challenger,RSC007313,xNunYaBidn3ss,Zombies,Lunar,66.1,60.7,63.4,16,10,6,0.625,5,5894,12,10,25,40,30.00%,368.38,0.75,0.63,1.56,2.50,4,0,1,3,20,10
Challenger,RSC003450,ChronoElevated,Mugged,Lunar,54.5,72.3,63.4,22,13,9,0.591,3,7686,20,18,27,61,32.79%,349.36,0.91,0.82,1.23,2.77,4,0,3,3,28,19
Challenger,RSC005150,Galatiq,Lions,Lunar,59.9,65.7,62.8,30,13,17,0.433,3,10215,20,29,36,81,24.69%,340.50,0.67,0.97,1.20,2.70,9,0,2,4,26,23
Challenger,RSC004681,Speciial_Eddy,Jock O Lanterns,Solar,57.0,66.6,61.8,9,6,3,0.667,2,3666,8,5,18,29,27.59%,407.33,0.89,0.56,2.00,3.22,1,0,0,2,2,8
Challenger,RSC005859,LedTasso,Jock O Lanterns,Solar,55.4,67.5,61.5,28,12,16,0.429,7,9974,32,16,25,75,42.67%,356.21,1.14,0.57,0.89,2.68,2,3,1,2,33,31
Challenger,RSC004059,turboalpaca,Decuriones,Lunar,62.7,60.0,61.3,21,12,9,0.571,4,6521,15,15,20,50,30.00%,310.52,0.71,0.71,0.95,2.38,6,0,2,1,29,14
Challenger,RSC000426,struttrl,Void,Solar,59.6,62.9,61.3,32,22,10,0.688,9,10947,29,20,32,70,41.43%,342.09,0.91,0.63,1.00,2.19,3,3,2,2,28,36
Challenger,RSC000967,tr1ppn,Bingo,Lunar,58.2,63.8,61.0,30,13,17,0.433,8,10326,29,13,31,87,33.33%,344.20,0.97,0.43,1.03,2.90,4,3,0,4,22,28
Challenger,RSC003424,Fryder,Metal,Solar,68.1,52.9,60.5,21,10,11,0.476,3,7448,15,13,30,52,28.85%,354.67,0.71,0.62,1.43,2.48,5,0,0,5,9,24
Challenger,RSC006299,dr_zachattack,Trippy Hippies,Lunar,63.1,56.9,60.0,28,16,12,0.571,7,10460,22,16,40,68,32.35%,373.57,0.79,0.57,1.43,2.43,6,1,1,5,21,21
Challenger,RSC004763,Rmuru-,Warbirds,Lunar,57.6,61.0,59.3,32,14,18,0.438,7,11837,24,21,51,90,26.67%,369.91,0.75,0.66,1.59,2.81,8,1,0,6,17,26
Challenger,RSC002841,dyl,Cassowaries,Solar,52.2,65.2,58.7,31,23,8,0.742,10,11714,28,23,43,73,38.36%,377.87,0.90,0.74,1.39,2.35,5,3,2,4,35,20
